target_user_id,label
1,reactive
6,reactive
11,reactive
13,reactive
14,reactive
17,reactive
19,reactive
23,reactive
28,deliberate
36,reactive
41,reactive
43,reactive
47,reactive
51,reactive
54,reactive
59,reactive
79,reactive
83,reactive
87,deliberate
90,reactive
103,reactive
104,reactive
107,reactive
118,reactive
128,reactive
135,reactive
150,reactive
161,reactive
162,deliberate
177,reactive
189,reactive
192,deliberate
193,reactive
198,deliberate
201,deliberate
202,reactive
204,reactive
210,reactive
212,reactive
219,deliberate
220,deliberate
227,reactive
228,reactive
229,reactive
234,deliberate
238,reactive
239,reactive
241,reactive
244,reactive
253,reactive
254,deliberate
256,reactive
258,reactive
269,deliberate
270,deliberate
272,deliberate
279,reactive
280,reactive
281,reactive
283,deliberate
288,reactive
294,reactive
298,reactive
299,reactive
301,deliberate
327,reactive
330,reactive
331,reactive
333,reactive
338,deliberate
339,reactive
353,reactive
356,reactive
363,deliberate
367,reactive
393,reactive
399,reactive
400,reactive
408,deliberate
409,reactive
414,reactive
415,reactive
417,reactive
420,reactive
421,reactive
434,reactive
443,reactive
448,reactive
453,reactive
468,reactive
475,deliberate
483,reactive
484,deliberate
485,reactive
487,reactive
493,reactive
496,deliberate
499,reactive
503,reactive
504,deliberate
506,deliberate
511,reactive
515,reactive
533,reactive
534,reactive
543,deliberate
544,reactive
551,reactive
553,deliberate
566,reactive
569,deliberate
570,reactive
591,reactive
594,deliberate
596,reactive
597,deliberate
601,deliberate
602,reactive
604,reactive
607,deliberate
613,deliberate
633,deliberate
636,deliberate
638,reactive
642,reactive
644,reactive
653,reactive
654,reactive
655,reactive
658,reactive
661,reactive
664,deliberate
665,reactive
676,reactive
680,reactive
693,deliberate
694,reactive
700,reactive
705,deliberate
706,reactive
721,reactive
724,reactive
725,reactive
726,reactive
727,reactive
728,reactive
729,reactive
734,reactive
738,reactive
744,deliberate
752,deliberate
756,deliberate
759,reactive
763,reactive
775,reactive
780,reactive
783,reactive
791,deliberate
794,reactive
801,reactive
803,reactive
806,deliberate
816,reactive
817,reactive
826,deliberate
829,deliberate
830,reactive
834,reactive
835,reactive
839,reactive
841,deliberate
846,reactive
849,deliberate
856,reactive
859,deliberate
864,deliberate
879,deliberate
881,reactive
885,reactive
886,deliberate
897,deliberate
905,deliberate
909,reactive
913,deliberate
914,reactive
916,reactive
930,reactive
936,reactive
947,reactive
950,reactive
965,reactive
969,deliberate
970,reactive
976,reactive
978,reactive
983,reactive
985,reactive
991,reactive
992,deliberate
1005,reactive
1010,reactive
1011,reactive
1012,deliberate
1022,deliberate
1023,reactive
1034,reactive
1035,reactive
1036,reactive
1037,reactive
1039,deliberate
1040,reactive
1043,reactive
1044,deliberate
1048,deliberate
1052,deliberate
1065,reactive
1067,deliberate
1080,reactive
1083,reactive
1086,reactive
1087,reactive
1089,reactive
1090,deliberate
1098,deliberate
1103,reactive
1105,reactive
1106,deliberate
1107,deliberate
1114,deliberate
1121,reactive
1123,reactive
1137,reactive
1139,reactive
1142,deliberate
1152,reactive
1153,reactive
1162,reactive
1170,reactive
1174,reactive
1181,reactive
1187,reactive
1190,deliberate
1192,reactive
1200,deliberate
1201,deliberate
1211,reactive
1220,deliberate
1223,deliberate
1228,deliberate
1238,reactive
1241,deliberate
1245,reactive
1251,reactive
1252,reactive
1257,reactive
1258,deliberate
1259,reactive
1262,reactive
1274,reactive
1275,reactive
1277,reactive
1280,deliberate
1291,reactive
1293,deliberate
1302,reactive
1304,reactive
1310,reactive
1317,reactive
1324,reactive
1326,reactive
1332,reactive
1334,reactive
1338,reactive
1348,reactive
1352,deliberate
1362,deliberate
1366,reactive
1368,reactive
1373,reactive
1374,reactive
1376,reactive
1379,reactive
1387,reactive
1390,reactive
1391,reactive
1397,deliberate
1401,reactive
1407,reactive
1408,reactive
1411,reactive
1413,reactive
1415,reactive
1417,reactive
1424,deliberate
1428,deliberate
1431,deliberate
1432,reactive
1433,reactive
1434,reactive
1436,deliberate
1437,reactive
1442,reactive
1444,reactive
1454,reactive
1458,reactive
1461,reactive
1462,reactive
1465,deliberate
1468,reactive
1471,deliberate
1478,reactive
1479,deliberate
1487,reactive
1493,reactive
1498,reactive
1508,deliberate
1509,reactive
1515,deliberate
1516,reactive
1531,reactive
1532,reactive
1533,reactive
1539,deliberate
1541,reactive
1544,reactive
1551,reactive
1554,reactive
1556,reactive
1563,reactive
1568,reactive
1574,deliberate
1576,reactive
1580,reactive
1586,reactive
1590,reactive
1593,reactive
1595,reactive
1596,deliberate
1602,deliberate
1609,reactive
1610,reactive
1612,reactive
1616,reactive
1618,deliberate
1624,deliberate
1630,reactive
1636,reactive
1654,reactive
1660,reactive
1665,deliberate
1669,reactive
1672,reactive
1676,reactive
1682,reactive
1689,reactive
1694,deliberate
1697,deliberate
1700,reactive
1706,deliberate
1708,deliberate
1709,deliberate
1715,reactive
1718,reactive
1721,reactive
1729,reactive
1732,reactive
1738,deliberate
1740,deliberate
1744,reactive
1748,deliberate
1755,deliberate
1756,reactive
1757,reactive
1758,deliberate
1759,reactive
1762,deliberate
1771,reactive
1772,reactive
1774,deliberate
1775,reactive
1785,deliberate
1787,deliberate
1793,reactive
1794,reactive
1797,deliberate
1801,deliberate
1803,reactive
1807,reactive
1808,reactive
1809,reactive
1814,reactive
1817,reactive
1828,reactive
1829,deliberate
1835,reactive
1838,reactive
1842,reactive
1845,deliberate
1852,reactive
1857,reactive
1858,reactive
1859,deliberate
1861,deliberate
1862,reactive
1870,reactive
1877,reactive
1878,reactive
1879,deliberate
1880,reactive
1892,deliberate
1901,reactive
1908,reactive
1912,reactive
1915,deliberate
1929,reactive
1932,deliberate
1934,deliberate
1939,deliberate
1941,deliberate
1943,deliberate
1945,reactive
1947,reactive
1954,reactive
1957,reactive
1959,reactive
1962,reactive
1966,reactive
1997,reactive
2001,reactive
2010,deliberate
2013,reactive
2018,reactive
2019,deliberate
2021,reactive
2022,reactive
2025,deliberate
2029,deliberate
2036,deliberate
2041,reactive
2045,reactive
2047,deliberate
2051,reactive
2052,reactive
2053,reactive
2054,deliberate
2063,deliberate
2064,reactive
2066,reactive
2068,deliberate
2073,reactive
2074,reactive
2076,reactive
2081,reactive
2083,deliberate
2087,reactive
2088,reactive
2090,reactive
2093,reactive
2094,deliberate
2105,reactive
2114,reactive
2119,reactive
2136,reactive
2138,deliberate
2139,reactive
2141,reactive
2143,reactive
2149,reactive
2156,reactive
2165,reactive
2167,deliberate
2176,deliberate
2177,deliberate
2186,deliberate
2189,reactive
2193,deliberate
2196,reactive
2199,reactive
2204,reactive
2205,reactive
2207,deliberate
2210,reactive
2212,reactive
2214,reactive
2215,deliberate
2216,reactive
2217,reactive
2219,reactive
2221,deliberate
2222,reactive
2232,reactive
2234,reactive
2237,reactive
2239,reactive
2244,deliberate
2247,reactive
2249,reactive
2251,reactive
2252,deliberate
2253,reactive
2255,deliberate
2263,deliberate
2265,deliberate
2266,reactive
2269,reactive
2280,deliberate
2284,reactive
2285,deliberate
2287,reactive
2288,reactive
2290,reactive
2291,reactive
2292,reactive
2299,reactive
2301,reactive
2306,reactive
2307,reactive
2314,reactive
2316,reactive
2319,deliberate
2324,deliberate
2326,deliberate
2327,deliberate
2329,reactive
2330,reactive
2333,reactive
2336,reactive
2339,reactive
2342,reactive
2346,deliberate
2349,reactive
2350,reactive
2358,reactive
2364,deliberate
2373,reactive
2375,reactive
2376,reactive
2377,reactive
2379,reactive
2384,reactive
2385,reactive
2386,reactive
2388,reactive
2390,deliberate
2393,deliberate
2398,reactive
2406,reactive
2407,reactive
2409,reactive
2411,deliberate
2412,reactive
2414,reactive
2415,reactive
2416,deliberate
2419,reactive
2421,deliberate
2422,reactive
2423,reactive
2429,reactive
2430,reactive
2431,reactive
2432,reactive
2433,reactive
2434,reactive
2435,reactive
2436,reactive
2437,reactive
2439,reactive
2440,reactive
2441,reactive
2442,reactive
2467,deliberate
2471,deliberate
2474,deliberate
2478,reactive
2496,reactive
2501,deliberate
2506,reactive
2508,deliberate
2514,reactive
2518,deliberate
2524,reactive
2526,deliberate
2530,deliberate
2537,reactive
2538,reactive
2539,deliberate
2550,reactive
2554,deliberate
2566,deliberate
2585,deliberate
2589,reactive
2596,reactive
2605,reactive
2606,deliberate
2615,deliberate
2617,reactive
2618,deliberate
2621,deliberate
2636,deliberate
2648,deliberate
2650,deliberate
2653,deliberate
2656,reactive
2657,deliberate
2659,reactive
2678,deliberate
2686,reactive
2701,reactive
2707,deliberate
2710,reactive
2714,reactive
2716,deliberate
2717,reactive
2720,deliberate
2724,reactive
2729,reactive
2742,reactive
2752,deliberate
2756,deliberate
2757,deliberate
2763,deliberate
2774,reactive
2786,reactive
2792,deliberate
2793,deliberate
2805,reactive
2823,reactive
2826,reactive
2830,deliberate
2838,deliberate
