target_user_id,label
1,grumpy
2,calm
3,calm
4,rage
5,rage
6,grumpy
7,rage
8,grumpy
9,rage
10,calm
11,calm
12,rage
13,grumpy
14,rage
15,rage
16,calm
17,rage
18,mellow
19,empath
20,calm
21,rage
22,rage
23,grumpy
24,grumpy
25,calm
26,rage
27,rage
28,rage
29,rage
30,mellow
31,grumpy
32,grumpy
33,calm
34,calm
35,empath
36,rage
37,grumpy
38,calm
39,rage
40,rage
41,empath
42,calm
43,mellow
44,rage
45,grumpy
46,grumpy
47,empath
48,rage
49,rage
50,empath
51,calm
52,grumpy
53,rage
54,empath
55,rage
56,empath
57,mellow
58,rage
59,rage
60,grumpy
61,empath
62,empath
63,grumpy
64,mellow
65,empath
66,grumpy
67,grumpy
68,rage
70,grumpy
71,rage
72,grumpy
73,rage
74,grumpy
75,rage
76,calm
77,calm
78,empath
79,rage
80,rage
81,mellow
82,calm
83,rage
84,grumpy
85,calm
86,rage
87,rage
88,mellow
89,grumpy
90,rage
91,calm
92,calm
93,empath
94,grumpy
95,rage
96,empath
97,empath
98,rage
99,rage
100,calm
101,calm
102,empath
103,mellow
104,rage
105,rage
106,calm
107,grumpy
108,mellow
109,empath
110,mellow
111,grumpy
112,mellow
113,rage
114,calm
115,grumpy
116,empath
117,grumpy
118,rage
119,grumpy
120,rage
121,mellow
122,grumpy
123,rage
124,calm
125,calm
126,empath
127,rage
128,calm
129,rage
130,empath
131,rage
132,rage
133,mellow
135,mellow
136,rage
137,grumpy
138,grumpy
139,rage
140,grumpy
141,calm
142,rage
143,mellow
144,calm
145,empath
146,calm
147,rage
148,rage
149,grumpy
150,rage
151,grumpy
152,rage
153,rage
154,calm
155,grumpy
156,grumpy
157,grumpy
158,mellow
159,rage
160,calm
161,rage
162,rage
163,rage
164,rage
165,mellow
166,grumpy
167,empath
168,grumpy
169,mellow
170,empath
171,mellow
172,empath
173,calm
174,calm
175,mellow
176,empath
177,grumpy
178,empath
179,mellow
180,mellow
181,grumpy
182,grumpy
183,mellow
184,grumpy
185,mellow
186,mellow
187,calm
188,mellow
189,rage
190,rage
191,empath
192,empath
193,mellow
194,mellow
195,calm
196,empath
197,grumpy
198,calm
199,rage
200,rage
201,rage
202,rage
203,mellow
204,rage
205,rage
206,grumpy
207,grumpy
208,empath
209,grumpy
210,mellow
212,grumpy
213,grumpy
214,rage
215,calm
216,rage
217,calm
218,mellow
219,mellow
220,grumpy
221,grumpy
222,empath
223,rage
224,grumpy
225,mellow
226,grumpy
227,empath
228,calm
229,grumpy
230,rage
231,rage
232,empath
233,empath
234,mellow
235,rage
236,mellow
237,mellow
238,mellow
239,mellow
240,grumpy
241,grumpy
242,calm
243,calm
244,calm
245,rage
246,mellow
247,mellow
248,grumpy
249,calm
250,grumpy
251,mellow
252,empath
253,grumpy
254,empath
255,mellow
256,grumpy
257,calm
258,rage
259,calm
260,rage
261,mellow
262,mellow
263,rage
264,rage
265,rage
266,mellow
267,grumpy
268,rage
269,grumpy
270,rage
271,empath
272,mellow
273,grumpy
274,mellow
275,grumpy
276,mellow
277,mellow
278,rage
279,mellow
280,rage
281,mellow
282,rage
283,rage
284,grumpy
285,calm
286,mellow
287,rage
288,mellow
289,rage
290,empath
291,mellow
292,empath
293,rage
294,rage
295,rage
296,calm
297,rage
298,calm
299,mellow
300,grumpy
301,empath
302,grumpy
303,rage
304,mellow
305,mellow
306,grumpy
307,calm
308,empath
309,empath
310,rage
311,mellow
312,mellow
313,mellow
314,rage
315,empath
316,calm
317,grumpy
318,empath
319,rage
320,empath
321,grumpy
322,grumpy
323,mellow
324,grumpy
325,rage
326,mellow
327,calm
328,empath
329,mellow
330,rage
331,mellow
332,calm
333,rage
334,grumpy
335,grumpy
336,rage
337,grumpy
338,rage
339,rage
340,grumpy
341,rage
342,calm
343,empath
344,grumpy
345,calm
346,grumpy
347,grumpy
348,mellow
349,grumpy
350,grumpy
351,grumpy
352,rage
353,mellow
354,grumpy
355,grumpy
356,rage
357,calm
358,calm
359,rage
360,mellow
361,grumpy
362,mellow
363,grumpy
364,calm
365,mellow
366,rage
367,calm
368,rage
369,calm
370,calm
371,grumpy
372,calm
373,grumpy
374,rage
375,empath
376,empath
377,rage
378,rage
379,rage
380,grumpy
381,grumpy
382,calm
384,rage
385,rage
386,calm
387,empath
388,mellow
389,mellow
390,rage
391,rage
392,calm
393,calm
394,grumpy
395,grumpy
396,rage
397,empath
398,empath
399,calm
400,rage
401,calm
402,grumpy
403,grumpy
404,rage
405,calm
406,rage
407,rage
408,rage
409,mellow
410,rage
411,calm
412,calm
413,rage
414,grumpy
415,empath
416,calm
417,mellow
418,rage
419,rage
420,mellow
421,rage
422,grumpy
423,calm
424,rage
425,mellow
426,rage
427,calm
428,calm
429,rage
430,rage
431,rage
432,grumpy
433,mellow
434,rage
435,mellow
436,rage
437,empath
438,mellow
439,mellow
440,calm
441,grumpy
442,grumpy
443,calm
444,mellow
445,rage
446,mellow
447,mellow
448,calm
449,rage
450,mellow
451,rage
452,rage
453,mellow
454,empath
455,grumpy
456,grumpy
457,grumpy
458,mellow
459,mellow
460,calm
461,calm
462,mellow
463,empath
464,calm
465,rage
466,mellow
467,calm
468,rage
469,rage
470,rage
471,mellow
472,mellow
473,calm
474,rage
475,rage
476,empath
477,grumpy
478,rage
479,mellow
480,grumpy
481,rage
482,grumpy
483,empath
484,calm
485,rage
486,rage
487,mellow
488,rage
489,empath
490,rage
491,grumpy
492,grumpy
493,mellow
494,rage
495,rage
496,mellow
497,rage
498,mellow
499,rage
500,empath
501,empath
502,grumpy
503,grumpy
504,mellow
505,rage
506,grumpy
507,empath
508,grumpy
509,rage
510,grumpy
511,grumpy
512,calm
513,calm
514,calm
515,rage
516,grumpy
517,grumpy
518,calm
519,mellow
520,empath
521,rage
522,calm
523,mellow
524,grumpy
525,calm
526,mellow
527,mellow
528,empath
529,grumpy
530,rage
531,grumpy
532,empath
533,rage
534,grumpy
535,grumpy
536,empath
537,mellow
538,grumpy
539,calm
540,calm
541,calm
542,grumpy
543,rage
544,grumpy
545,calm
546,empath
547,calm
548,grumpy
549,calm
550,grumpy
551,mellow
552,grumpy
553,rage
554,calm
555,rage
556,grumpy
557,grumpy
558,calm
559,grumpy
560,rage
561,grumpy
562,grumpy
563,rage
564,grumpy
565,grumpy
566,rage
567,calm
568,empath
569,mellow
570,mellow
571,calm
572,calm
573,rage
574,grumpy
575,rage
576,mellow
577,mellow
578,calm
579,grumpy
580,grumpy
581,rage
582,grumpy
583,calm
584,rage
585,rage
586,mellow
587,mellow
588,calm
589,mellow
590,empath
591,rage
592,empath
593,calm
594,mellow
595,calm
596,rage
597,grumpy
598,mellow
599,mellow
600,grumpy
601,rage
602,empath
603,mellow
604,empath
605,empath
606,rage
607,calm
608,calm
609,rage
610,mellow
611,grumpy
612,mellow
613,rage
614,calm
615,calm
616,empath
617,mellow
618,mellow
619,mellow
620,mellow
621,mellow
622,empath
623,calm
624,mellow
625,rage
626,rage
627,grumpy
628,mellow
629,grumpy
630,empath
631,grumpy
632,rage
633,empath
634,mellow
635,rage
636,grumpy
637,mellow
638,rage
639,grumpy
640,empath
641,calm
642,mellow
643,rage
644,mellow
645,empath
646,mellow
647,mellow
648,mellow
649,grumpy
650,grumpy
651,rage
652,grumpy
653,empath
654,rage
655,mellow
656,mellow
657,grumpy
658,mellow
659,grumpy
660,empath
661,rage
662,grumpy
663,rage
664,rage
665,mellow
666,grumpy
667,grumpy
668,grumpy
669,rage
670,mellow
671,grumpy
672,rage
673,calm
674,mellow
675,rage
676,grumpy
677,rage
678,calm
679,calm
680,rage
681,rage
682,mellow
683,grumpy
684,grumpy
685,calm
686,grumpy
687,mellow
688,mellow
689,empath
690,rage
691,mellow
692,grumpy
693,grumpy
694,rage
695,rage
696,grumpy
697,mellow
698,mellow
699,grumpy
700,mellow
701,empath
702,rage
703,mellow
704,rage
705,calm
706,calm
707,grumpy
708,mellow
709,rage
710,empath
711,rage
712,empath
713,grumpy
714,rage
715,empath
716,grumpy
717,calm
718,mellow
719,rage
720,rage
721,calm
722,rage
723,calm
724,rage
725,calm
726,mellow
727,empath
728,grumpy
729,rage
730,empath
731,mellow
732,calm
733,calm
734,calm
735,rage
736,mellow
737,rage
738,rage
739,rage
740,rage
741,empath
742,calm
743,mellow
744,grumpy
745,mellow
746,calm
747,mellow
748,grumpy
749,grumpy
750,calm
751,grumpy
752,calm
753,mellow
754,rage
755,rage
756,rage
757,mellow
758,rage
759,rage
760,rage
761,calm
762,mellow
763,rage
764,mellow
765,rage
766,grumpy
767,empath
768,calm
769,mellow
770,grumpy
771,mellow
772,rage
773,empath
774,mellow
775,rage
776,grumpy
777,grumpy
778,empath
779,calm
780,mellow
781,calm
782,mellow
783,grumpy
784,grumpy
785,empath
786,rage
787,mellow
788,empath
789,mellow
790,grumpy
791,grumpy
792,grumpy
793,empath
794,grumpy
795,calm
796,rage
797,mellow
798,rage
799,grumpy
800,mellow
801,calm
802,mellow
803,mellow
804,mellow
805,grumpy
806,mellow
807,calm
808,calm
809,mellow
810,grumpy
811,empath
812,grumpy
813,mellow
814,mellow
815,mellow
816,mellow
817,rage
818,rage
819,rage
820,rage
821,mellow
822,rage
823,calm
824,mellow
825,rage
826,grumpy
827,rage
828,rage
829,mellow
830,grumpy
831,grumpy
832,mellow
833,mellow
834,rage
835,mellow
836,grumpy
837,rage
838,rage
839,mellow
840,mellow
841,mellow
842,rage
843,rage
844,grumpy
845,calm
846,grumpy
847,grumpy
848,rage
849,empath
850,grumpy
851,empath
852,grumpy
853,mellow
854,rage
855,rage
856,grumpy
857,rage
858,mellow
859,grumpy
860,rage
861,rage
862,rage
863,grumpy
864,rage
865,rage
866,calm
867,mellow
868,rage
869,rage
870,grumpy
871,mellow
872,grumpy
873,rage
874,grumpy
875,empath
876,calm
877,grumpy
878,grumpy
879,mellow
880,rage
881,rage
882,calm
883,calm
884,rage
885,mellow
886,rage
887,empath
888,mellow
889,grumpy
890,rage
891,rage
892,empath
893,mellow
894,grumpy
895,grumpy
896,mellow
897,grumpy
898,calm
899,rage
900,empath
901,mellow
902,rage
903,calm
904,calm
905,rage
906,grumpy
907,mellow
908,calm
909,rage
910,empath
911,mellow
912,grumpy
913,grumpy
914,mellow
915,empath
916,mellow
917,calm
918,grumpy
919,mellow
920,empath
921,mellow
922,rage
923,grumpy
924,empath
925,grumpy
926,rage
927,empath
928,rage
929,empath
930,rage
931,calm
932,grumpy
933,rage
934,rage
935,calm
936,mellow
937,empath
938,grumpy
939,calm
940,rage
941,mellow
942,calm
943,rage
944,grumpy
945,mellow
946,mellow
947,calm
948,mellow
949,grumpy
950,grumpy
951,rage
952,grumpy
953,mellow
954,mellow
955,calm
956,empath
957,mellow
958,empath
959,calm
960,calm
961,rage
962,mellow
963,mellow
964,empath
965,calm
966,rage
967,empath
968,grumpy
969,rage
970,calm
971,rage
972,mellow
973,calm
974,rage
975,mellow
976,grumpy
977,empath
978,grumpy
979,empath
980,rage
981,mellow
982,mellow
983,grumpy
984,mellow
985,rage
986,rage
987,grumpy
988,calm
989,empath
990,rage
991,calm
992,rage
993,empath
994,grumpy
995,rage
996,grumpy
997,rage
998,mellow
999,empath
1001,rage
1002,mellow
1003,grumpy
1004,calm
1005,empath
1006,grumpy
1007,rage
1008,grumpy
1009,calm
1010,empath
1011,rage
1012,empath
1013,calm
1014,mellow
1015,mellow
1016,mellow
1017,empath
1018,grumpy
1019,grumpy
1020,empath
1021,rage
1022,mellow
1023,rage
1024,mellow
1025,empath
1026,mellow
1027,grumpy
1028,mellow
1029,calm
1030,calm
1031,mellow
1032,rage
1033,mellow
1034,grumpy
1035,grumpy
1036,mellow
1037,grumpy
1038,rage
1039,calm
1040,grumpy
1041,mellow
1042,rage
1043,empath
1044,grumpy
1045,rage
1046,rage
1047,grumpy
1048,calm
1049,empath
1050,rage
1051,empath
1052,calm
1053,grumpy
1054,rage
1055,rage
1056,rage
1057,grumpy
1058,mellow
1059,mellow
1060,mellow
1061,mellow
1062,rage
1063,rage
1064,grumpy
1065,mellow
1066,rage
1067,grumpy
1068,rage
1069,calm
1070,grumpy
1071,rage
1072,rage
1073,grumpy
1074,calm
1075,rage
1076,grumpy
1077,mellow
1078,rage
1079,rage
1080,grumpy
1081,rage
1082,mellow
1083,grumpy
1084,empath
1085,mellow
1086,grumpy
1087,rage
1088,grumpy
1089,calm
1090,mellow
1091,calm
1092,mellow
1093,mellow
1094,empath
1095,calm
1096,mellow
1097,grumpy
1098,mellow
1099,mellow
1100,empath
1101,rage
1102,grumpy
1103,rage
1104,calm
1105,grumpy
1106,rage
1107,empath
1108,empath
1109,mellow
1110,grumpy
1111,empath
1112,rage
1113,rage
1114,rage
1115,rage
1116,empath
1117,grumpy
1118,grumpy
1119,rage
1120,empath
1121,mellow
1122,mellow
1123,rage
1124,empath
1125,grumpy
1126,calm
1127,calm
1128,grumpy
1129,mellow
1130,empath
1131,mellow
1132,rage
1133,calm
1134,grumpy
1135,calm
1136,grumpy
1137,rage
1138,grumpy
1139,rage
1140,mellow
1141,grumpy
1142,rage
1143,rage
1144,rage
1145,calm
1146,calm
1147,mellow
1148,calm
1149,rage
1150,grumpy
1151,rage
1152,rage
1153,rage
1154,calm
1155,calm
1156,rage
1157,grumpy
1158,calm
1159,grumpy
1160,empath
1161,rage
1162,calm
1163,grumpy
1165,grumpy
1166,grumpy
1167,mellow
1168,empath
1169,rage
1170,calm
1171,grumpy
1172,rage
1173,calm
1174,mellow
1175,mellow
1176,rage
1177,mellow
1178,calm
1179,empath
1180,empath
1181,mellow
1182,calm
1183,grumpy
1184,calm
1185,mellow
1186,rage
1187,mellow
1188,grumpy
1189,calm
1190,empath
1191,empath
1192,calm
1193,calm
1194,mellow
1195,mellow
1196,rage
1197,grumpy
1198,grumpy
1199,grumpy
1200,grumpy
1201,mellow
1202,mellow
1203,rage
1204,rage
1205,grumpy
1206,calm
1207,mellow
1208,grumpy
1209,mellow
1211,empath
1212,empath
1213,mellow
1214,calm
1215,grumpy
1216,mellow
1217,mellow
1218,rage
1219,empath
1220,rage
1221,mellow
1222,grumpy
1223,calm
1224,rage
1225,mellow
1226,empath
1227,mellow
1228,empath
1229,calm
1230,calm
1231,rage
1232,rage
1233,grumpy
1234,rage
1235,rage
1236,grumpy
1237,empath
1238,grumpy
1239,grumpy
1240,calm
1241,empath
1242,mellow
1243,grumpy
1244,mellow
1245,grumpy
1246,calm
1247,grumpy
1248,calm
1249,empath
1250,calm
1251,grumpy
1252,grumpy
1253,rage
1254,mellow
1255,empath
1256,mellow
1257,calm
1258,mellow
1259,grumpy
1260,rage
1261,calm
1262,mellow
1263,calm
1264,calm
1265,rage
1266,empath
1267,rage
1268,mellow
1270,rage
1271,grumpy
1272,empath
1273,grumpy
1274,mellow
1275,mellow
1276,calm
1277,calm
1278,empath
1279,mellow
1280,calm
1281,grumpy
1282,mellow
1283,rage
1284,mellow
1285,grumpy
1286,calm
1287,grumpy
1288,calm
1289,calm
1290,grumpy
1291,empath
1292,grumpy
1293,rage
1294,calm
1295,empath
1296,rage
1297,calm
1298,grumpy
1299,rage
1300,empath
1301,calm
1302,grumpy
1303,calm
1304,rage
1305,empath
1306,calm
1307,calm
1308,mellow
1309,mellow
1310,empath
1311,rage
1312,empath
1313,grumpy
1314,rage
1315,calm
1316,rage
1317,mellow
1318,grumpy
1319,rage
1320,calm
1321,rage
1322,grumpy
1323,empath
1324,calm
1325,rage
1326,calm
1327,empath
1328,rage
1329,mellow
1330,calm
1331,empath
1332,empath
1334,grumpy
1335,rage
1336,grumpy
1337,empath
1338,rage
1339,mellow
1340,rage
1341,rage
1342,mellow
1343,calm
1344,grumpy
1345,grumpy
1346,mellow
1347,mellow
1348,empath
1349,calm
1350,mellow
1351,mellow
1352,rage
1353,empath
1354,rage
1355,calm
1356,rage
1357,calm
1358,rage
1359,rage
1360,rage
